ID,Prompt,Model,Correct_final,Relevance_final,Scientific_final
a_6_2,A large light bulb and a small one.,gpt4o_python,4,5,4.5
a_6_2,A large light bulb and a small one.,dalle,2,1.5,1
a_7_2,Some ellipses of different sizes.,automatikz,3,5,3
a_7_2,Some ellipses of different sizes.,llama_tikz,3,3,3
a_7_2,Some ellipses of different sizes.,gpt4o_tikz,5,5,5
a_7_2,Some ellipses of different sizes.,stable_diffusion,2,2,2
a_7_2,Some ellipses of different sizes.,llama_python,5,5,4.5
a_7_2,Some ellipses of different sizes.,gpt4o_python,5,4,5
a_7_2,Some ellipses of different sizes.,dalle,1,2,1
a_8_2,The diagonal of the square is blue and very thick.,automatikz,5,4.5,5
a_8_2,The diagonal of the square is blue and very thick.,llama_tikz,2,3.5,5
a_8_2,The diagonal of the square is blue and very thick.,gpt4o_tikz,4.5,5,5
a_8_2,The diagonal of the square is blue and very thick.,stable_diffusion,1,1,1
a_8_2,The diagonal of the square is blue and very thick.,llama_python,2,4,4.5
a_8_2,The diagonal of the square is blue and very thick.,gpt4o_python,3,5,5
a_8_2,The diagonal of the square is blue and very thick.,dalle,1,1,1.5
a_9_2,A triangular pyramid with rounded corners.,automatikz,1,3,5
a_9_2,A triangular pyramid with rounded corners.,llama_tikz,0,0,0
a_9_2,A triangular pyramid with rounded corners.,gpt4o_tikz,2,4,2
a_9_2,A triangular pyramid with rounded corners.,stable_diffusion,3,4,3
a_9_2,A triangular pyramid with rounded corners.,llama_python,0,0,0
a_9_2,A triangular pyramid with rounded corners.,gpt4o_python,3,4,5
a_9_2,A triangular pyramid with rounded corners.,dalle,3,3,3
a_10_2,An octagon with sides of equal length.,automatikz,1.5,2,2.5
a_10_2,An octagon with sides of equal length.,llama_tikz,1,1,3
a_10_2,An octagon with sides of equal length.,gpt4o_tikz,1.5,2,4
a_10_2,An octagon with sides of equal length.,stable_diffusion,5,2,1.5
a_10_2,An octagon with sides of equal length.,llama_python,0,0,0
a_10_2,An octagon with sides of equal length.,gpt4o_python,5,5,5
a_10_2,An octagon with sides of equal length.,dalle,1.5,1.5,1
a_11_2,Some cubes of different sizes and mark the largest one in orange.,automatikz,2,1,4
a_11_2,Some cubes of different sizes and mark the largest one in orange.,llama_tikz,2,4,5
a_11_2,Some cubes of different sizes and mark the largest one in orange.,gpt4o_tikz,5,5,5
a_11_2,Some cubes of different sizes and mark the largest one in orange.,stable_diffusion,4,4,3
a_11_2,Some cubes of different sizes and mark the largest one in orange.,llama_python,3.5,5,4
a_11_2,Some cubes of different sizes and mark the largest one in orange.,gpt4o_python,1,1,4
a_11_2,Some cubes of different sizes and mark the largest one in orange.,dalle,3,2,2
a_12_2,A flagpole and its shadow which is longer than it.,automatikz,1,1,4
a_12_2,A flagpole and its shadow which is longer than it.,llama_tikz,2,3,4
a_12_2,A flagpole and its shadow which is longer than it.,gpt4o_tikz,5,4,5
a_12_2,A flagpole and its shadow which is longer than it.,stable_diffusion,3,4,1
a_12_2,A flagpole and its shadow which is longer than it.,llama_python,3.5,3,4.5
a_12_2,A flagpole and its shadow which is longer than it.,gpt4o_python,5,4,5
a_12_2,A flagpole and its shadow which is longer than it.,dalle,5,2,1
n_1_2,There are 4 spheres and 6 cubes.,automatikz,1,2,3
n_1_2,There are 4 spheres and 6 cubes.,llama_tikz,3,4,4
n_1_2,There are 4 spheres and 6 cubes.,gpt4o_tikz,5,5,5
n_1_2,There are 4 spheres and 6 cubes.,stable_diffusion,2,2,1
n_1_2,There are 4 spheres and 6 cubes.,llama_python,5,4.5,4.5
n_1_2,There are 4 spheres and 6 cubes.,gpt4o_python,4,4,4
n_1_2,There are 4 spheres and 6 cubes.,dalle,2,2,1
n_2_2,"The number of triangles is 2, and there are 7 more stars than triangles.",automatikz,1,1,2
n_2_2,"The number of triangles is 2, and there are 7 more stars than triangles.",llama_tikz,0,0,0
n_2_2,"The number of triangles is 2, and there are 7 more stars than triangles.",gpt4o_tikz,3,5,5
n_2_2,"The number of triangles is 2, and there are 7 more stars than triangles.",stable_diffusion,1,1,2
n_2_2,"The number of triangles is 2, and there are 7 more stars than triangles.",llama_python,2,4,5
n_2_2,"The number of triangles is 2, and there are 7 more stars than triangles.",gpt4o_python,4,5,5
n_2_2,"The number of triangles is 2, and there are 7 more stars than triangles.",dalle,1,1,1
n_3_2,A polygon with 5 sides.,automatikz,1,2,5
n_3_2,A polygon with 5 sides.,llama_tikz,5,5,5
n_3_2,A polygon with 5 sides.,gpt4o_tikz,5,5,5
n_3_2,A polygon with 5 sides.,stable_diffusion,1,3,3
n_3_2,A polygon with 5 sides.,llama_python,5,4,5
n_3_2,A polygon with 5 sides.,gpt4o_python,5,4,5
n_3_2,A polygon with 5 sides.,dalle,1,1,1
n_4_2,A six-by-three matrix.,automatikz,2.5,4,4.5
n_4_2,A six-by-three matrix.,llama_tikz,2,3,4
n_4_2,A six-by-three matrix.,gpt4o_tikz,1.5,3,2.5
n_4_2,A six-by-three matrix.,stable_diffusion,1,1,1
n_4_2,A six-by-three matrix.,llama_python,3,2.5,5
n_4_2,A six-by-three matrix.,gpt4o_python,3.5,2.5,5
n_4_2,A six-by-three matrix.,dalle,1,1,1
n_5_2,"M cylinders and N semi-circle prisms, where M is greater than N, and M and N are both larger than 1.",automatikz,1.5,2,4.5
n_5_2,"M cylinders and N semi-circle prisms, where M is greater than N, and M and N are both larger than 1.",llama_tikz,1.5,1,4
n_5_2,"M cylinders and N semi-circle prisms, where M is greater than N, and M and N are both larger than 1.",gpt4o_tikz,2,3,3
n_5_2,"M cylinders and N semi-circle prisms, where M is greater than N, and M and N are both larger than 1.",stable_diffusion,1.5,1,3.5
n_5_2,"M cylinders and N semi-circle prisms, where M is greater than N, and M and N are both larger than 1.",llama_python,0,0,0
n_5_2,"M cylinders and N semi-circle prisms, where M is greater than N, and M and N are both larger than 1.",gpt4o_python,4,4,5
n_5_2,"M cylinders and N semi-circle prisms, where M is greater than N, and M and N are both larger than 1.",dalle,2,3,2.5
n_6_2,"M cuboids and N square pyramids, where M is the same as N, and M and N are both larger than 2.",automatikz,1,1,3.5
n_6_2,"M cuboids and N square pyramids, where M is the same as N, and M and N are both larger than 2.",llama_tikz,0,0,0
n_6_2,"M cuboids and N square pyramids, where M is the same as N, and M and N are both larger than 2.",gpt4o_tikz,5,5,5
n_6_2,"M cuboids and N square pyramids, where M is the same as N, and M and N are both larger than 2.",stable_diffusion,2,1.5,1
n_6_2,"M cuboids and N square pyramids, where M is the same as N, and M and N are both larger than 2.",llama_python,2,3,5
n_6_2,"M cuboids and N square pyramids, where M is the same as N, and M and N are both larger than 2.",gpt4o_python,1,1.5,3
n_6_2,"M cuboids and N square pyramids, where M is the same as N, and M and N are both larger than 2.",dalle,2,2,1.5
n_7_2,Y = x^{3} and its inverse function.,automatikz,3,3,4
n_7_2,Y = x^{3} and its inverse function.,llama_tikz,3,4,5
n_7_2,Y = x^{3} and its inverse function.,gpt4o_tikz,3,4,5
n_7_2,Y = x^{3} and its inverse function.,stable_diffusion,1,1,3
n_7_2,Y = x^{3} and its inverse function.,llama_python,1.5,4,5
n_7_2,Y = x^{3} and its inverse function.,gpt4o_python,3,4,5
n_7_2,Y = x^{3} and its inverse function.,dalle,1,1,5
n_8_2,"There are N cones and 2*N semi-circle prisms, where N > 1.",automatikz,0,0,0
n_8_2,"There are N cones and 2*N semi-circle prisms, where N > 1.",llama_tikz,1,1,2.5
n_8_2,"There are N cones and 2*N semi-circle prisms, where N > 1.",gpt4o_tikz,1,1.5,2.5
n_8_2,"There are N cones and 2*N semi-circle prisms, where N > 1.",stable_diffusion,2,1.5,1.5
n_8_2,"There are N cones and 2*N semi-circle prisms, where N > 1.",llama_python,0,0,0
n_8_2,"There are N cones and 2*N semi-circle prisms, where N > 1.",gpt4o_python,4,4,4
n_8_2,"There are N cones and 2*N semi-circle prisms, where N > 1.",dalle,2,1.5,1.5
n_9_2,A rectangle with a length of 8 cm and a width of 1/2 of the length.,automatikz,4,3,5
n_9_2,A rectangle with a length of 8 cm and a width of 1/2 of the length.,llama_tikz,4,5,5
n_9_2,A rectangle with a length of 8 cm and a width of 1/2 of the length.,gpt4o_tikz,4,5,5
n_9_2,A rectangle with a length of 8 cm and a width of 1/2 of the length.,stable_diffusion,4,3,2
n_9_2,A rectangle with a length of 8 cm and a width of 1/2 of the length.,llama_python,5,4.5,5
n_9_2,A rectangle with a length of 8 cm and a width of 1/2 of the length.,gpt4o_python,5,3,5
n_9_2,A rectangle with a length of 8 cm and a width of 1/2 of the length.,dalle,3,2,2
n_10_2,"A pentagon is divided into N parts using N-1 lines, where N > 2.",automatikz,1,1,3
n_10_2,"A pentagon is divided into N parts using N-1 lines, where N > 2.",llama_tikz,1.5,4,4
n_10_2,"A pentagon is divided into N parts using N-1 lines, where N > 2.",gpt4o_tikz,2.5,4,5
n_10_2,"A pentagon is divided into N parts using N-1 lines, where N > 2.",stable_diffusion,1,1.5,1.5
n_10_2,"A pentagon is divided into N parts using N-1 lines, where N > 2.",llama_python,0,0,0
n_10_2,"A pentagon is divided into N parts using N-1 lines, where N > 2.",gpt4o_python,2,4.5,5
n_10_2,"A pentagon is divided into N parts using N-1 lines, where N > 2.",dalle,1,1,1
n_11_2,"In the pie chart, the proportion of children is 80%, and the rest are adults.",automatikz,1,1.5,4
n_11_2,"In the pie chart, the proportion of children is 80%, and the rest are adults.",llama_tikz,1,1,3
n_11_2,"In the pie chart, the proportion of children is 80%, and the rest are adults.",gpt4o_tikz,0,0,0
n_11_2,"In the pie chart, the proportion of children is 80%, and the rest are adults.",stable_diffusion,2,2,1
n_11_2,"In the pie chart, the proportion of children is 80%, and the rest are adults.",llama_python,5,5,5
n_11_2,"In the pie chart, the proportion of children is 80%, and the rest are adults.",gpt4o_python,4,3,3
n_11_2,"In the pie chart, the proportion of children is 80%, and the rest are adults.",dalle,2,2.5,4
n_12_2,"A bar chart representing weather distribution, with M sunny days, N rainy days, and K cloudy days, where M + N + K equals 27.",automatikz,1,1,1
n_12_2,"A bar chart representing weather distribution, with M sunny days, N rainy days, and K cloudy days, where M + N + K equals 27.",llama_tikz,0,0,0
n_12_2,"A bar chart representing weather distribution, with M sunny days, N rainy days, and K cloudy days, where M + N + K equals 27.",gpt4o_tikz,4,4,4
n_12_2,"A bar chart representing weather distribution, with M sunny days, N rainy days, and K cloudy days, where M + N + K equals 27.",stable_diffusion,2.5,2.5,1
n_12_2,"A bar chart representing weather distribution, with M sunny days, N rainy days, and K cloudy days, where M + N + K equals 27.",llama_python,0,0,0
n_12_2,"A bar chart representing weather distribution, with M sunny days, N rainy days, and K cloudy days, where M + N + K equals 27.",gpt4o_python,2.5,2,3
n_12_2,"A bar chart representing weather distribution, with M sunny days, N rainy days, and K cloudy days, where M + N + K equals 27.",dalle,2,2,1
n_13_2,A binary tree with a total of 12 nodes.,automatikz,3,4,5
n_13_2,A binary tree with a total of 12 nodes.,llama_tikz,0,0,0
n_13_2,A binary tree with a total of 12 nodes.,gpt4o_tikz,5,5,5
n_13_2,A binary tree with a total of 12 nodes.,stable_diffusion,1.5,2,1
n_13_2,A binary tree with a total of 12 nodes.,llama_python,0,0,0
n_13_2,A binary tree with a total of 12 nodes.,gpt4o_python,0,0,0
n_13_2,A binary tree with a total of 12 nodes.,dalle,2,3,3.5
n_14_2,There is an artificial neural network with 3 hidden layers.,automatikz,3,5,4
n_14_2,There is an artificial neural network with 3 hidden layers.,llama_tikz,0,0,0
n_14_2,There is an artificial neural network with 3 hidden layers.,gpt4o_tikz,3,3,3
n_14_2,There is an artificial neural network with 3 hidden layers.,stable_diffusion,1,1,1
n_14_2,There is an artificial neural network with 3 hidden layers.,llama_python,0,0,0
n_14_2,There is an artificial neural network with 3 hidden layers.,gpt4o_python,4,4,4
n_14_2,There is an artificial neural network with 3 hidden layers.,dalle,1,1,1
n_15_2,"A pie chart shows the number of graduates in different subjects within the community. 1,200 studied humanities, 4,800 studied science, and 4,000 studied engineering. The percentages are marked inside each pie slice.",automatikz,2,3,3
n_15_2,"A pie chart shows the number of graduates in different subjects within the community. 1,200 studied humanities, 4,800 studied science, and 4,000 studied engineering. The percentages are marked inside each pie slice.",llama_tikz,0,0,0
n_15_2,"A pie chart shows the number of graduates in different subjects within the community. 1,200 studied humanities, 4,800 studied science, and 4,000 studied engineering. The percentages are marked inside each pie slice.",gpt4o_tikz,5,5,5
n_15_2,"A pie chart shows the number of graduates in different subjects within the community. 1,200 studied humanities, 4,800 studied science, and 4,000 studied engineering. The percentages are marked inside each pie slice.",stable_diffusion,2,3,4
n_15_2,"A pie chart shows the number of graduates in different subjects within the community. 1,200 studied humanities, 4,800 studied science, and 4,000 studied engineering. The percentages are marked inside each pie slice.",llama_python,5,5,5
n_15_2,"A pie chart shows the number of graduates in different subjects within the community. 1,200 studied humanities, 4,800 studied science, and 4,000 studied engineering. The percentages are marked inside each pie slice.",gpt4o_python,5,5,5
n_15_2,"A pie chart shows the number of graduates in different subjects within the community. 1,200 studied humanities, 4,800 studied science, and 4,000 studied engineering. The percentages are marked inside each pie slice.",dalle,2,2,2
n_16_2,"The number of students at the university was 21,400 in 2020, 23,000 in 2021, 25,200 in 2022, and 20,300 in 2023. The student numbers over these four years are represented in a bar chart. The values are also marked in the chart.",automatikz,1,1.5,3
n_16_2,"The number of students at the university was 21,400 in 2020, 23,000 in 2021, 25,200 in 2022, and 20,300 in 2023. The student numbers over these four years are represented in a bar chart. The values are also marked in the chart.",llama_tikz,0,0,0
n_16_2,"The number of students at the university was 21,400 in 2020, 23,000 in 2021, 25,200 in 2022, and 20,300 in 2023. The student numbers over these four years are represented in a bar chart. The values are also marked in the chart.",gpt4o_tikz,5,5,5
n_16_2,"The number of students at the university was 21,400 in 2020, 23,000 in 2021, 25,200 in 2022, and 20,300 in 2023. The student numbers over these four years are represented in a bar chart. The values are also marked in the chart.",stable_diffusion,2,2,3
n_16_2,"The number of students at the university was 21,400 in 2020, 23,000 in 2021, 25,200 in 2022, and 20,300 in 2023. The student numbers over these four years are represented in a bar chart. The values are also marked in the chart.",llama_python,5,5,5
n_16_2,"The number of students at the university was 21,400 in 2020, 23,000 in 2021, 25,200 in 2022, and 20,300 in 2023. The student numbers over these four years are represented in a bar chart. The values are also marked in the chart.",gpt4o_python,5,5,5
n_16_2,"The number of students at the university was 21,400 in 2020, 23,000 in 2021, 25,200 in 2022, and 20,300 in 2023. The student numbers over these four years are represented in a bar chart. The values are also marked in the chart.",dalle,2,2,2
s_1_2,A star is in the northeast corner of the canvas.,automatikz,1,1,5
s_1_2,A star is in the northeast corner of the canvas.,llama_tikz,0,0,0
s_1_2,A star is in the northeast corner of the canvas.,gpt4o_tikz,3,4,4
s_1_2,A star is in the northeast corner of the canvas.,stable_diffusion,3,2,1
s_1_2,A star is in the northeast corner of the canvas.,llama_python,1,1,3.5
s_1_2,A star is in the northeast corner of the canvas.,gpt4o_python,3,4,4
s_1_2,A star is in the northeast corner of the canvas.,dalle,2,2,2
s_2_2,A box is to the left of a flagpole.,automatikz,2,1,2
s_2_2,A box is to the left of a flagpole.,llama_tikz,3,3,3
s_2_2,A box is to the left of a flagpole.,gpt4o_tikz,5,5,5
s_2_2,A box is to the left of a flagpole.,stable_diffusion,5,2,1
s_2_2,A box is to the left of a flagpole.,llama_python,3.5,4,5
s_2_2,A box is to the left of a flagpole.,gpt4o_python,4,4,5
s_2_2,A box is to the left of a flagpole.,dalle,3,4,3
s_3_2,There is an oval in the lower right corner of a square.,automatikz,2.5,4,5
s_3_2,There is an oval in the lower right corner of a square.,llama_tikz,4,5,5
s_3_2,There is an oval in the lower right corner of a square.,gpt4o_tikz,5,5,5
s_3_2,There is an oval in the lower right corner of a square.,stable_diffusion,1.5,3.5,3
s_3_2,There is an oval in the lower right corner of a square.,llama_python,4,4,4.5
s_3_2,There is an oval in the lower right corner of a square.,gpt4o_python,5,5,5
s_3_2,There is an oval in the lower right corner of a square.,dalle,1.5,2.5,2.5
s_4_2,An ellipse in each corner of a polygon.,automatikz,0,0,0
s_4_2,An ellipse in each corner of a polygon.,llama_tikz,2.5,3,5
s_4_2,An ellipse in each corner of a polygon.,gpt4o_tikz,4.5,4.5,5
s_4_2,An ellipse in each corner of a polygon.,stable_diffusion,1,1,1
s_4_2,An ellipse in each corner of a polygon.,llama_python,2,2,3
s_4_2,An ellipse in each corner of a polygon.,gpt4o_python,4,4,5
s_4_2,An ellipse in each corner of a polygon.,dalle,2,2,2
s_5_2,"An even number is inside the bracket, and an odd number is outside.",automatikz,1,1,2
s_5_2,"An even number is inside the bracket, and an odd number is outside.",llama_tikz,3,2.5,3
s_5_2,"An even number is inside the bracket, and an odd number is outside.",gpt4o_tikz,2.5,2.5,5
s_5_2,"An even number is inside the bracket, and an odd number is outside.",stable_diffusion,1,1,3
s_5_2,"An even number is inside the bracket, and an odd number is outside.",llama_python,1,1,3
s_5_2,"An even number is inside the bracket, and an odd number is outside.",gpt4o_python,2.5,3,5
s_5_2,"An even number is inside the bracket, and an odd number is outside.",dalle,1,1.5,2
s_6_2,A sphere between a cuboid and a square pyramid.,automatikz,1,1,1.5
s_6_2,A sphere between a cuboid and a square pyramid.,llama_tikz,0,0,0
s_6_2,A sphere between a cuboid and a square pyramid.,gpt4o_tikz,5,5,4
s_6_2,A sphere between a cuboid and a square pyramid.,stable_diffusion,1.5,1.5,1
s_6_2,A sphere between a cuboid and a square pyramid.,llama_python,1,1,4.5
s_6_2,A sphere between a cuboid and a square pyramid.,gpt4o_python,2,4,4.5
s_6_2,A sphere between a cuboid and a square pyramid.,dalle,3,1.5,1.5
s_7_2,A binary tree with the root at the upper right position.,automatikz,0,0,0
s_7_2,A binary tree with the root at the upper right position.,llama_tikz,0,0,0
s_7_2,A binary tree with the root at the upper right position.,gpt4o_tikz,0,0,0
s_7_2,A binary tree with the root at the upper right position.,stable_diffusion,1,1,1
s_7_2,A binary tree with the root at the upper right position.,llama_python,0,0,0
s_7_2,A binary tree with the root at the upper right position.,gpt4o_python,0,0,0
s_7_2,A binary tree with the root at the upper right position.,dalle,2,1,1
s_8_2,A parabola opening downwards.,automatikz,5,4,5
s_8_2,A parabola opening downwards.,llama_tikz,1,4,4
s_8_2,A parabola opening downwards.,gpt4o_tikz,2,4,5
s_8_2,A parabola opening downwards.,stable_diffusion,1,2,3
s_8_2,A parabola opening downwards.,llama_python,2.5,4,5
s_8_2,A parabola opening downwards.,gpt4o_python,2,2,3
s_8_2,A parabola opening downwards.,dalle,2,2,2
s_9_2,A star and an oval intersect.,automatikz,3,4,4
s_9_2,A star and an oval intersect.,llama_tikz,0,0,0
s_9_2,A star and an oval intersect.,gpt4o_tikz,3,5,5
s_9_2,A star and an oval intersect.,stable_diffusion,1,1,1
s_9_2,A star and an oval intersect.,llama_python,2.5,3.5,4.5
s_9_2,A star and an oval intersect.,gpt4o_python,5,4.5,5
s_9_2,A star and an oval intersect.,dalle,1,1,1
s_10_2,There are many ellipsoids around a cuboid.,automatikz,1,1,4
s_10_2,There are many ellipsoids around a cuboid.,llama_tikz,2,1,2
s_10_2,There are many ellipsoids around a cuboid.,gpt4o_tikz,0,0,0
s_10_2,There are many ellipsoids around a cuboid.,stable_diffusion,3,3.5,1
s_10_2,There are many ellipsoids around a cuboid.,llama_python,0,0,0
s_10_2,There are many ellipsoids around a cuboid.,gpt4o_python,4.5,4,4
s_10_2,There are many ellipsoids around a cuboid.,dalle,3,3.5,1
s_11_2,Many stars are embedded within each other without intersection.,automatikz,0,0,0
s_11_2,Many stars are embedded within each other without intersection.,llama_tikz,2,2,5
s_11_2,Many stars are embedded within each other without intersection.,gpt4o_tikz,3,4,5
s_11_2,Many stars are embedded within each other without intersection.,stable_diffusion,3,3,3
s_11_2,Many stars are embedded within each other without intersection.,llama_python,1,2.5,4
s_11_2,Many stars are embedded within each other without intersection.,gpt4o_python,5,4,5
s_11_2,Many stars are embedded within each other without intersection.,dalle,2,2,3
s_12_2,The tennis ball moves along a parabola.,automatikz,4.5,4,5
s_12_2,The tennis ball moves along a parabola.,llama_tikz,2,2.5,5
s_12_2,The tennis ball moves along a parabola.,gpt4o_tikz,5,5,5
s_12_2,The tennis ball moves along a parabola.,stable_diffusion,2,2,3
s_12_2,The tennis ball moves along a parabola.,llama_python,5,4.5,5
s_12_2,The tennis ball moves along a parabola.,gpt4o_python,4,4,5
s_12_2,The tennis ball moves along a parabola.,dalle,2.5,3,3
s_13_2,A bottle is half filled with water.,automatikz,3,4,5
s_13_2,A bottle is half filled with water.,llama_tikz,1,1,5
s_13_2,A bottle is half filled with water.,gpt4o_tikz,1,1,1
s_13_2,A bottle is half filled with water.,stable_diffusion,3,3,2
s_13_2,A bottle is half filled with water.,llama_python,5,5,4.5
s_13_2,A bottle is half filled with water.,gpt4o_python,4,5,5
s_13_2,A bottle is half filled with water.,dalle,3,3.5,1
s_14_2,"There is a pentagonal prism on the table. The pentagonal and the table are on the left side of the image, and the English texts of 'top view' and 'left view' are annotated beside their shapes.",automatikz,1,1.5,5
s_14_2,"There is a pentagonal prism on the table. The pentagonal and the table are on the left side of the image, and the English texts of 'top view' and 'left view' are annotated beside their shapes.",llama_tikz,1,1,4.5
s_14_2,"There is a pentagonal prism on the table. The pentagonal and the table are on the left side of the image, and the English texts of 'top view' and 'left view' are annotated beside their shapes.",gpt4o_tikz,1,1,2
s_14_2,"There is a pentagonal prism on the table. The pentagonal and the table are on the left side of the image, and the English texts of 'top view' and 'left view' are annotated beside their shapes.",stable_diffusion,1,1,1.5
s_14_2,"There is a pentagonal prism on the table. The pentagonal and the table are on the left side of the image, and the English texts of 'top view' and 'left view' are annotated beside their shapes.",llama_python,2,2,4
s_14_2,"There is a pentagonal prism on the table. The pentagonal and the table are on the left side of the image, and the English texts of 'top view' and 'left view' are annotated beside their shapes.",gpt4o_python,0,0,0
s_14_2,"There is a pentagonal prism on the table. The pentagonal and the table are on the left side of the image, and the English texts of 'top view' and 'left view' are annotated beside their shapes.",dalle,1,1,1
ns_1_2,8 diamonds on the left side of the canvas,automatikz,1,1,5
ns_1_2,8 diamonds on the left side of the canvas,llama_tikz,1,1,5
ns_1_2,8 diamonds on the left side of the canvas,gpt4o_tikz,2,4,5
ns_1_2,8 diamonds on the left side of the canvas,stable_diffusion,3,2,2
ns_1_2,8 diamonds on the left side of the canvas,llama_python,1.5,1,4.5
ns_1_2,8 diamonds on the left side of the canvas,gpt4o_python,3,5,5
ns_1_2,8 diamonds on the left side of the canvas,dalle,3,3,2
ns_2_2,6 circles in the upper left corner of the rectangle.,automatikz,2,3,4
ns_2_2,6 circles in the upper left corner of the rectangle.,llama_tikz,1,2,3
ns_2_2,6 circles in the upper left corner of the rectangle.,gpt4o_tikz,0,0,0
ns_2_2,6 circles in the upper left corner of the rectangle.,stable_diffusion,1,2,1
ns_2_2,6 circles in the upper left corner of the rectangle.,llama_python,1.5,1.5,3
ns_2_2,6 circles in the upper left corner of the rectangle.,gpt4o_python,3,5,5
ns_2_2,6 circles in the upper left corner of the rectangle.,dalle,2,2,1
ns_3_2,There are 3 line segments to the right of a circle.,automatikz,3,4,5
ns_3_2,There are 3 line segments to the right of a circle.,llama_tikz,5,5,5
ns_3_2,There are 3 line segments to the right of a circle.,gpt4o_tikz,5,5,4
ns_3_2,There are 3 line segments to the right of a circle.,stable_diffusion,2,1,2
ns_3_2,There are 3 line segments to the right of a circle.,llama_python,3,3.5,3.5
ns_3_2,There are 3 line segments to the right of a circle.,gpt4o_python,5,5,5
ns_3_2,There are 3 line segments to the right of a circle.,dalle,2,2,3
ns_4_2,There is a triangular pyramid in the middle of 4 hexagonal prisms.,automatikz,0,0,0
ns_4_2,There is a triangular pyramid in the middle of 4 hexagonal prisms.,llama_tikz,1.5,2,4.5
ns_4_2,There is a triangular pyramid in the middle of 4 hexagonal prisms.,gpt4o_tikz,2.5,4.5,5
ns_4_2,There is a triangular pyramid in the middle of 4 hexagonal prisms.,stable_diffusion,1.5,2,4.5
ns_4_2,There is a triangular pyramid in the middle of 4 hexagonal prisms.,llama_python,0,0,0
ns_4_2,There is a triangular pyramid in the middle of 4 hexagonal prisms.,gpt4o_python,4,3,5
ns_4_2,There is a triangular pyramid in the middle of 4 hexagonal prisms.,dalle,4,4,3.5
ns_5_2,8 stars are to the left of 6 ellipses.,automatikz,1,1,3
ns_5_2,8 stars are to the left of 6 ellipses.,llama_tikz,3.5,3.5,4
ns_5_2,8 stars are to the left of 6 ellipses.,gpt4o_tikz,5,5,3
ns_5_2,8 stars are to the left of 6 ellipses.,stable_diffusion,2,2,2
ns_5_2,8 stars are to the left of 6 ellipses.,llama_python,0,0,0
ns_5_2,8 stars are to the left of 6 ellipses.,gpt4o_python,0,0,0
ns_5_2,8 stars are to the left of 6 ellipses.,dalle,2,2.5,1
ns_6_2,2 arrows pointing to different directions.,automatikz,5,5,5
ns_6_2,2 arrows pointing to different directions.,llama_tikz,5,5,5
ns_6_2,2 arrows pointing to different directions.,gpt4o_tikz,5,5,5
ns_6_2,2 arrows pointing to different directions.,stable_diffusion,1.5,1.5,1
ns_6_2,2 arrows pointing to different directions.,llama_python,5,4,5
ns_6_2,2 arrows pointing to different directions.,gpt4o_python,5,4,5
ns_6_2,2 arrows pointing to different directions.,dalle,1.5,1.5,1
ns_7_2,4 beakers are arranged in a row.,automatikz,1,1,4
ns_7_2,4 beakers are arranged in a row.,llama_tikz,3,3,4
ns_7_2,4 beakers are arranged in a row.,gpt4o_tikz,4,4,5
ns_7_2,4 beakers are arranged in a row.,stable_diffusion,5,5,1.5
ns_7_2,4 beakers are arranged in a row.,llama_python,4.5,5,4.5
ns_7_2,4 beakers are arranged in a row.,gpt4o_python,4,4,5
ns_7_2,4 beakers are arranged in a row.,dalle,4,4.5,1.5
ns_8_2,There are two clusters. The right cluster has more dots than the upper left cluster.,automatikz,1,2,3
ns_8_2,There are two clusters. The right cluster has more dots than the upper left cluster.,llama_tikz,2,4,4
ns_8_2,There are two clusters. The right cluster has more dots than the upper left cluster.,gpt4o_tikz,5,5,5
ns_8_2,There are two clusters. The right cluster has more dots than the upper left cluster.,stable_diffusion,1,4,2
ns_8_2,There are two clusters. The right cluster has more dots than the upper left cluster.,llama_python,4.5,5,5
ns_8_2,There are two clusters. The right cluster has more dots than the upper left cluster.,gpt4o_python,1,3,3
ns_8_2,There are two clusters. The right cluster has more dots than the upper left cluster.,dalle,1,1,1
ns_9_2,A rectangle is rotated 60 degrees clockwise.,automatikz,2,3,5
ns_9_2,A rectangle is rotated 60 degrees clockwise.,llama_tikz,0,0,0
ns_9_2,A rectangle is rotated 60 degrees clockwise.,gpt4o_tikz,3,5,5
ns_9_2,A rectangle is rotated 60 degrees clockwise.,stable_diffusion,2,2,3
ns_9_2,A rectangle is rotated 60 degrees clockwise.,llama_python,1,1,5
ns_9_2,A rectangle is rotated 60 degrees clockwise.,gpt4o_python,5,4,5
ns_9_2,A rectangle is rotated 60 degrees clockwise.,dalle,2,3,2
ns_10_2,The angle between a line and a vertical space is 60 degrees.,automatikz,1,2,3
ns_10_2,The angle between a line and a vertical space is 60 degrees.,llama_tikz,2,4,5
ns_10_2,The angle between a line and a vertical space is 60 degrees.,gpt4o_tikz,2,5,4
ns_10_2,The angle between a line and a vertical space is 60 degrees.,stable_diffusion,1,1,3
ns_10_2,The angle between a line and a vertical space is 60 degrees.,llama_python,1.5,4,5
ns_10_2,The angle between a line and a vertical space is 60 degrees.,gpt4o_python,2,4,5
ns_10_2,The angle between a line and a vertical space is 60 degrees.,dalle,1,1,3
ns_11_2,There are 6 tangent lines to a circle.,automatikz,2,4,5
ns_11_2,There are 6 tangent lines to a circle.,llama_tikz,2,4,4
ns_11_2,There are 6 tangent lines to a circle.,gpt4o_tikz,0,0,0
